0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000
-0.000001,-0.000002,1.000000,-0.000001,1.000000,0.000002,-1.000000,-0.000001,-0.000001,-0.000001,-0.000000,0.500000,0.000000
-0.000005,-0.000013,1.000000,-0.000005,1.000000,0.000013,-1.000000,-0.000005,-0.000005,-0.000009,-0.000002,0.499998,0.000000
-0.000018,-0.000043,1.000000,-0.000018,1.000000,0.000043,-1.000000,-0.000018,-0.000018,-0.000029,-0.000006,0.499992,0.000000
-0.000042,-0.000101,1.000000,-0.000042,1.000000,0.000101,-1.000000,-0.000042,-0.000042,-0.000068,-0.000014,0.499982,0.000000
-0.000081,-0.000196,1.000000,-0.000081,1.000000,0.000196,-1.000000,-0.000081,-0.000081,-0.000132,-0.000028,0.499965,0.000000
-0.000139,-0.000336,1.000000,-0.000139,1.000000,0.000336,-1.000000,-0.000139,-0.000139,-0.000227,-0.000048,0.499940,0.000000
-0.000219,-0.000529,1.000000,-0.000219,1.000000,0.000529,-1.000000,-0.000219,-0.000219,-0.000357,-0.000076,0.499906,0.000000
-0.000325,-0.000784,1.000000,-0.000325,1.000000,0.000784,-1.000000,-0.000325,-0.000325,-0.000529,-0.000112,0.499861,0.000000
-0.000459,-0.001109,0.999999,-0.000459,0.999999,0.001108,-1.000000,-0.000459,-0.000459,-0.000748,-0.000159,0.499803,0.000000
-0.000625,-0.001509,0.999999,-0.000626,0.999999,0.001509,-1.000000,-0.000625,-0.000626,-0.001018,-0.000216,0.499732,0.000000
-0.000825,-0.001994,0.999998,-0.000827,0.999998,0.001994,-0.999999,-0.000825,-0.000827,-0.001345,-0.000285,0.499646,0.000000
-0.001063,-0.002570,0.999996,-0.001066,0.999996,0.002569,-0.999999,-0.001063,-0.001066,-0.001734,-0.000368,0.499544,0.000000
-0.001341,-0.003243,0.999994,-0.001345,0.999994,0.003242,-0.999998,-0.001341,-0.001345,-0.002188,-0.000464,0.499425,0.000000
-0.001662,-0.004021,0.999991,-0.001668,0.999991,0.004018,-0.999997,-0.001662,-0.001668,-0.002712,-0.000575,0.499287,0.000000
-0.002027,-0.004909,0.999986,-0.002037,0.999986,0.004904,-0.999996,-0.002027,-0.002037,-0.003310,-0.000702,0.499130,0.000000
-0.002441,-0.005913,0.999980,-0.002455,0.999980,0.005907,-0.999994,-0.002441,-0.002455,-0.003987,-0.000846,0.498952,0.000000
-0.002904,-0.007039,0.999971,-0.002924,0.999971,0.007031,-0.999992,-0.002904,-0.002924,-0.004746,-0.001007,0.498752,0.000000
